round_epochs,loss,accuracy,f1_score,val_loss,val_accuracy,val_f1_score,dropout,num_neurons,batch_size,epochs
8,0.43549224734306335,0.8543689250946045,0.8355799317359924,1.1354897022247314,0.5254237055778503,0.4569188356399536,0.2,32,64,30
5,0.25671571493148804,0.916262149810791,0.9103805422782898,1.6320933103561401,0.5,0.41779622435569763,0.2,64,16,30
5,0.3428526222705841,0.8944174647331238,0.8835520148277283,1.2755600214004517,0.5254237055778503,0.4372154772281647,0.2,64,32,30
7,0.3780640959739685,0.8640776872634888,0.8457794189453125,1.2426904439926147,0.5225988626480103,0.4428153932094574,0.2,64,64,30
7,0.06810879707336426,0.9854369163513184,0.9837088584899902,2.5308854579925537,0.47740113735198975,0.4344285726547241,0.2,256,16,30
7,0.08856192976236343,0.9793689250946045,0.9778189659118652,2.0460798740386963,0.4661017060279846,0.41883695125579834,0.2,256,32,30
8,0.11454158276319504,0.9781553149223328,0.9754469990730286,1.7891607284545898,0.505649745464325,0.4195639193058014,0.2,256,64,30
8,0.17170782387256622,0.9441747665405273,0.9411202073097229,4.424403190612793,0.505649745464325,0.42666104435920715,0.2,512,16,30
4,0.1114857867360115,0.9793689250946045,0.976754367351532,1.7961320877075195,0.4971751272678375,0.43783310055732727,0.2,512,32,30
6,0.07797131687402725,0.9866504669189453,0.9853105545043945,1.8851561546325684,0.5,0.43991193175315857,0.2,512,64,30
5,0.43989863991737366,0.8361650705337524,0.820257842540741,1.242924451828003,0.508474588394165,0.4489014446735382,0.3,16,16,30
8,0.4129556715488434,0.8470873832702637,0.8342480659484863,1.2781025171279907,0.5028248429298401,0.431949257850647,0.3,16,32,30
7,0.5724733471870422,0.7779126167297363,0.7507098317146301,1.0906625986099243,0.5169491767883301,0.4140130579471588,0.3,16,64,30
5,0.30853211879730225,0.8810679316520691,0.8688874244689941,1.447948694229126,0.4717514216899872,0.40270617604255676,0.3,32,16,30
9,0.20588305592536926,0.9186893105506897,0.9118046760559082,1.5457631349563599,0.5254237055778503,0.45447731018066406,0.3,32,32,30
7,0.3507101833820343,0.8786407709121704,0.8658122420310974,1.3074672222137451,0.508474588394165,0.4385863244533539,0.3,32,64,30
5,0.17675626277923584,0.9356796145439148,0.9300346970558167,1.7914073467254639,0.505649745464325,0.439245343208313,0.3,64,16,30
6,0.21899168193340302,0.9308252334594727,0.9234548211097717,1.6135404109954834,0.4858756959438324,0.43032756447792053,0.3,64,32,30
7,0.20953461527824402,0.9441747665405273,0.9398780465126038,1.4344338178634644,0.5,0.44473615288734436,0.3,64,64,30
4,0.08903399109840393,0.9793689250946045,0.9788494110107422,2.2132272720336914,0.4971751272678375,0.4479316771030426,0.3,256,16,30
5,0.07214716821908951,0.9866504669189453,0.9855198264122009,2.0087809562683105,0.4887005686759949,0.44062936305999756,0.3,256,32,30
6,0.09808961302042007,0.9842233061790466,0.9830564856529236,1.7661612033843994,0.49152541160583496,0.43459048867225647,0.3,256,64,30
7,0.016574736684560776,0.9987863898277283,0.9988913536071777,3.04209566116333,0.49152541160583496,0.4278852939605713,0.3,512,16,30
6,0.03701595216989517,0.9963592290878296,0.995520293712616,2.4946911334991455,0.508474588394165,0.4508053958415985,0.3,512,32,30
7,0.03970031067728996,0.9975728392601013,0.9975724816322327,2.160496234893799,0.4971751272678375,0.44360777735710144,0.3,512,64,30
5,0.38407713174819946,0.8519417643547058,0.8411981463432312,1.3529374599456787,0.4661017060279846,0.4107600748538971,0.4,16,16,30
5,0.46472325921058655,0.8143203854560852,0.7965194582939148,1.1981967687606812,0.5141242742538452,0.4329778254032135,0.4,16,32,30
13,0.30145612359046936,0.8895630836486816,0.8790680766105652,1.452012062072754,0.505649745464325,0.44740310311317444,0.4,16,64,30
5,0.23262575268745422,0.9296116232872009,0.9234007000923157,1.6724908351898193,0.49152541160583496,0.43983349204063416,0.4,32,16,30
6,0.21896611154079437,0.9368932247161865,0.9297453761100769,1.5195214748382568,0.508474588394165,0.44702503085136414,0.4,32,32,30
10,0.20031431317329407,0.9332524538040161,0.9270391464233398,1.604164958000183,0.5,0.44047895073890686,0.4,32,64,30
5,0.14498001337051392,0.9538834691047668,0.9482647776603699,1.8552356958389282,0.4858756959438324,0.4385303556919098,0.4,64,16,30
7,0.0980125293135643,0.9769417643547058,0.9738702774047852,1.9642342329025269,0.49435028433799744,0.44053468108177185,0.4,64,32,30
6,0.22551973164081573,0.9393203854560852,0.9344143867492676,1.4980878829956055,0.4971751272678375,0.434102863073349,0.4,64,64,30
5,0.046095386147499084,0.9902912378311157,0.989758312702179,2.6858954429626465,0.508474588394165,0.46614328026771545,0.4,256,16,30
4,0.07164055854082108,0.9890776872634888,0.9872469902038574,1.9928252696990967,0.47457626461982727,0.42265620827674866,0.4,256,32,30
4,0.18764540553092957,0.9672330021858215,0.9637858867645264,1.5402233600616455,0.47740113735198975,0.42174187302589417,0.4,256,64,30
8,0.011976242996752262,0.9963592290878296,0.996262788772583,3.586534023284912,0.47457626461982727,0.4141046106815338,0.4,512,16,30
6,0.023215554654598236,0.9987863898277283,0.9988913536071777,2.55830979347229,0.505649745464325,0.4303065538406372,0.4,512,32,30
5,0.05542464554309845,0.9963592290878296,0.9955248832702637,1.9810856580734253,0.5112994313240051,0.4476454555988312,0.4,512,64,30
9,0.2490508258342743,0.9029126167297363,0.8979108929634094,1.7401286363601685,0.4661017060279846,0.4121960699558258,0.5,16,16,30
6,0.3343281149864197,0.8689320683479309,0.8573978543281555,1.4127095937728882,0.505649745464325,0.43580910563468933,0.5,16,32,30
8,0.33860209584236145,0.8701456189155579,0.8593530654907227,1.3091503381729126,0.5,0.44220593571662903,0.5,16,64,30
5,0.19715315103530884,0.9344660043716431,0.9289500117301941,1.735131859779358,0.49152541160583496,0.444832444190979,0.5,32,16,30
4,0.31179675459861755,0.8980582356452942,0.8909992575645447,1.417163610458374,0.4971751272678375,0.4271489083766937,0.5,32,32,30
7,0.2603553831577301,0.9259708523750305,0.9195144772529602,1.4537962675094604,0.49152541160583496,0.42836418747901917,0.5,32,64,30
6,0.07403774559497833,0.9830096960067749,0.9819211363792419,2.231029987335205,0.49152541160583496,0.4373511075973511,0.5,64,16,30
5,0.15157155692577362,0.9538834691047668,0.9501423239707947,1.7667896747589111,0.47740113735198975,0.4143337309360504,0.5,64,32,30
7,0.12988533079624176,0.9720873832702637,0.9703689217567444,1.717307209968567,0.505649745464325,0.4460735619068146,0.5,64,64,30
6,0.02392854355275631,0.9927184581756592,0.9920660853385925,2.774139881134033,0.48022598028182983,0.4331648051738739,0.5,256,16,30
5,0.04322424530982971,0.9963592290878296,0.9964671730995178,2.186588764190674,0.4858756959438324,0.43192505836486816,0.5,256,32,30
9,0.02817198820412159,0.9963592290878296,0.9962498545646667,2.4039347171783447,0.5197740197181702,0.4602726995944977,0.5,256,64,30
7,0.013830462470650673,0.9975728392601013,0.997307538986206,3.5955610275268555,0.5028248429298401,0.4531106948852539,0.5,512,16,30
5,0.021241547539830208,0.9975728392601013,0.9975724816322327,2.338360071182251,0.5028248429298401,0.46169745922088623,0.5,512,32,30
10,0.01798016019165516,0.9987863898277283,0.9988913536071777,2.588869571685791,0.5169491767883301,0.4587984085083008,0.5,512,64,30
